SN|Res|FS|Wage|IntInc|Div|AliR|SSInc|RRInc|SchCInc|CapGains|QualDiv|TotInc|STCode|Tax|STFS|TUNO|NTUF|
055113728|1|3|146415.75|-246705.51|508334.28|-188360.40|-733531.54|-010411.83|444654.30|-233778.24|860186.27|-074884.50|72|461310.06|6|0|2|
181404702|8|3|830536.22|-564444.12|131838.62|446814.08|-575420.61|-275674.02|630142.87|-208268.71|-723532.22|-157340.60|56|-151243.87|2|5|7|
135371337|3|4|485785.72|253335.11|361428.87|-682247.02|-371632.74|-146541.11|-647700.33|107882.31|-262656.27|028325.80|56|406371.25|0|8|6|
001442680|3|2|-223377.63|-560573.07|745202.64|123325.40|204731.37|-167217.75|304507.87|470787.41|550680.27|-828237.32|38|448328.66|8|6|5|
064363714|5|1|-338868.04|778667.66|182312.07|836612.08|786844.35|347156.11|338047.32|067685.34|-441336.37|703287.54|17|213214.32|2|2|1|
605176648|0|1|-560030.15|-557137.14|-088038.20|-651642.42|138178.56|705513.82|148107.11|201070.56|224212.06|-483474.41|16|167536.86|2|3|2|
543243525|5|6|425774.28|440006.72|-717555.68|-505638.65|808577.26|-840476.50|825633.64|-480572.71|235640.05|567663.15|53|644382.53|6|3|2|
274364833|2|7|114418.16|418583.36|-475504.63|-652142.34|-234841.18|331228.14|-086383.87|-430213.10|-827856.11|183146.02|41|-856602.12|8|4|4|
282855058|7|1|-546523.03|-186321.02|303540.64|-401085.56|218743.25|546742.01|-114161.58|227837.56|-308085.25|056854.18|14|620460.04|8|0|6|
688865533|7|4|-727002.33|-457410.21|-258405.08|-323771.30|467721.60|786551.08|-555153.75|-231088.54|148463.51|-168523.47|46|766256.21|1|8|5|
240588052|5|4|-281826.38|110201.45|776053.00|754204.41|830730.86|082647.72|233557.27|-254737.45|436656.12|-025764.46|76|308637.37|3|3|7|
328225271|6|0|645488.24|000328.16|-701467.36|-281585.73|773453.64|123308.21|322847.53|407363.08|512752.28|-858486.15|43|167368.08|4|4|4|
713547736|4|2|710640.36|-618255.65|612530.23|-788750.24|076662.65|448516.66|200727.45|-745660.25|-235717.12|154061.67|52|-338584.42|2|3|0|
202668075|2|6|060557.48|-756516.12|-652563.68|228858.58|-212180.83|-501518.34|750178.53|-188403.55|522336.65|-014273.05|22|-170003.57|0|5|6|
808515465|8|2|227353.18|042721.00|327658.85|800204.12|-786275.06|-851574.54|-087823.35|225218.41|-466118.05|568780.78|57|060513.16|5|7|8|
008412224|6|4|-344515.48|-136515.63|641426.38|-334678.45|580304.48|646106.41|833344.88|835127.32|-432451.56|-706733.03|75|-888810.10|8|7|5|
115882756|4|4|-277350.01|587732.33|-133023.73|531453.43|763788.41|436325.86|-241753.67|-216565.18|-848505.25|-744045.50|08|557568.16|4|3|6|
582000052|0|7|050553.86|881528.04|234647.84|881887.85|552740.76|106067.57|212722.88|-621101.73|615524.03|-827051.51|75|633372.38|2|6|2|
361054345|8|1|-182786.53|-052214.72|-213063.17|-111021.17|460217.31|-702843.04|506231.70|-768468.44|-488002.60|100383.07|23|385017.51|2|2|6|
237266606|7|7|812701.60|-614238.27|-151332.82|633387.48|851565.07|-757067.46|626337.01|223313.08|-562078.43|-851873.10|85|311643.54|6|2|7|
858534720|3|7|268332.27|086050.35|228647.72|-441668.57|460152.47|100053.17|-250725.34|730632.40|-842368.26|-652440.15|42|-671373.35|3|2|2|
742651736|7|0|-460067.02|-372872.13|-164711.17|-413007.02|-785203.21|-271560.28|534054.47|033336.17|278003.12|-446068.08|76|-167431.00|3|1|5|
884502027|8|1|840217.20|-832275.31|543512.47|020427.48|-647516.10|133157.72|-427637.62|-333883.14|747581.50|238501.26|46|-367568.38|5|4|7|
405406243|6|4|-203762.52|176373.71|520822.28|-323240.33|671686.64|548525.57|-763554.23|-306747.07|-821316.54|004150.03|31|-185303.03|0|4|2|
641306616|0|8|-462861.62|865213.70|137884.22|512010.85|-644363.05|-235051.51|873661.58|-087162.84|641878.28|421454.53|01|-387818.25|4|5|1|
285428868|5|2|-764512.73|-565808.34|648544.78|518835.01|458501.48|662384.40|-187084.81|308686.65|-516487.34|-042572.74|20|-257738.66|8|1|7|
276802586|4|8|-100240.85|-768068.10|-557230.44|334316.07|-366401.28|-584036.01|-376610.45|071200.10|380331.24|-416236.72|82|282118.54|2|4|7|
234056337|2|6|468614.18|-382402.72|545858.81|415853.32|613016.07|028631.81|-352440.34|-863785.30|005483.78|475406.15|11|515635.72|3|1|0|
881374454|0|0|-524770.20|-774758.60|-765353.45|-801166.12|-081283.04|841308.15|458005.02|270703.25|-117708.45|612862.85|63|180514.75|7|3|3|
270133153|0|2|510108.05|-206086.30|407454.37|047518.30|641883.06|668328.81|756758.81|-056047.86|270326.70|223665.67|40|-275130.25|4|0|1|
486670015|7|8|-366137.84|244058.55|-631752.02|770486.56|811155.10|746160.37|300310.36|578102.43|070226.56|-623624.47|21|048116.52|0|4|8|
278380467|8|0|-453062.77|-802050.62|806884.56|016735.25|-273677.21|574534.80|-318206.04|705828.16|376653.26|322086.06|84|-712885.07|7|8|1|
778663621|6|7|267677.33|-132824.32|-683376.52|-831313.16|-552540.21|-655310.17|-864075.33|-550236.15|641068.56|478168.53|71|801430.53|8|4|2|
068547588|1|8|-383436.37|886236.56|735425.76|685242.67|-517381.63|-735664.86|625807.28|-888625.68|613162.70|853166.01|83|-130177.87|0|0|8|
845651408|0|0|143885.24|-654147.63|-487057.27|-875466.86|-130545.24|-254675.76|-516535.10|837556.38|-322144.01|-735060.11|28|576634.17|1|3|6|
724351445|6|4|-207500.58|774250.87|-076282.10|584811.05|-652683.88|667218.01|-466772.86|810845.12|040848.05|446674.01|61|034532.04|3|4|0|
308281287|5|3|738070.77|-772445.76|067473.03|884615.40|-316486.54|-718667.67|847141.85|-663067.27|-502266.12|-264553.01|83|-583567.13|1|0|1|
188006766|2|5|-525077.13|672183.08|-281031.86|-311714.38|280172.17|847472.17|852541.02|-128032.78|-136524.82|-236038.00|64|651580.40|0|2|2|
223476836|6|8|-608464.55|-452263.12|756407.28|-468328.85|230311.33|-082086.68|124424.00|-531545.20|-001433.87|163661.84|17|432213.75|8|7|1|
542666672|2|2|-036215.08|458008.60|887346.10|-743518.64|520084.70|523584.82|-015751.22|-085354.68|140558.76|-821865.41|21|540382.22|2|7|2|
683614254|1|5|386146.65|666486.00|-073884.26|341607.17|737046.14|103454.46|-511440.50|573203.53|-136267.24|-677671.71|82|332023.53|8|1|4|
083504623|1|7|657746.17|561643.57|004076.18|-026358.68|-003451.74|-625480.62|284314.84|156054.81|237833.35|311833.40|30|170426.83|3|8|1|
072780657|2|6|011188.48|274763.44|-581141.81|-154806.88|848372.84|238211.02|300504.42|-857867.43|-803658.27|-732476.52|15|-181428.62|7|8|4|
422468056|7|8|-425264.81|-041585.50|-773348.74|-517221.52|-552366.27|078016.85|438887.50|531747.25|-611768.52|-062258.27|87|603834.43|4|4|3|
182607608|1|7|-133766.68|016423.20|038363.44|-874046.34|563687.82|-665231.62|712874.73|-716616.15|441701.46|-606843.25|18|567020.10|7|2|0|
801775625|6|2|-215316.84|-208057.15|-101032.53|-521866.17|-610830.34|148663.06|-725251.65|454747.10|252208.23|685028.24|61|-565826.22|2|8|4|
316535587|1|6|-625142.46|252057.30|272041.51|478822.76|763538.26|-027002.38|212572.12|815740.38|056335.05|434664.70|24|624573.16|0|5|8|
744321600|4|5|736050.05|520622.48|-548365.26|216883.88|-187343.01|834873.78|752008.50|-846388.56|-705217.23|-420614.22|38|-528228.53|4|7|8|
677660756|0|7|764228.50|247518.61|248432.68|307748.60|482827.37|-827676.17|578002.34|-824534.54|-038504.15|113437.87|24|505421.53|2|8|1|
678163448|2|1|-275845.41|-028871.63|711862.53|-263614.01|608303.51|-372736.40|043725.85|-460577.75|-303845.21|-500887.06|78|262354.67|4|6|8|
243660384|7|8|-583205.42|343234.56|-843808.16|564312.04|607745.76|532778.25|-282573.67|-046265.47|-836786.68|113641.40|73|-300336.06|7|7|2|
606758373|4|7|-378817.74|-132203.68|-862752.58|-256851.84|578828.48|-155108.44|-273325.66|001084.74|-556225.66|-363033.78|55|158082.54|7|3|0|
834030205|0|2|-140074.73|166625.28|-763724.38|205113.26|620424.11|003842.31|-525048.08|202516.76|-537434.28|-560152.87|01|-672846.27|8|7|2|
735368553|4|8|-300336.53|455021.44|633556.15|864802.01|861762.76|-733452.10|818340.17|366820.38|758250.31|-686851.54|37|-783520.83|4|2|3|
607253453|6|8|560371.00|043103.63|463035.28|314861.75|605330.45|782848.80|-026628.53|-256058.20|660224.40|412812.28|51|465478.28|5|5|1|
728677084|4|8|-143680.15|447448.05|-654547.35|-600332.82|-015523.30|-566232.47|-437476.37|-275845.37|-102880.31|721435.41|56|137752.74|3|1|2|
780642540|8|0|007483.76|-718300.27|-740767.07|-355328.62|801867.63|-882337.25|-608652.55|103333.37|-005526.68|412777.31|58|117036.77|6|1|5|
250075274|1|3|822547.16|-356203.02|-277813.23|-308237.21|134535.17|-010386.40|744444.05|837308.66|242270.72|161356.35|52|-451658.57|2|8|3|
355472574|1|3|-742666.07|-737750.26|-562864.27|206480.46|-826466.67|054760.15|738016.11|-064263.87|710008.85|530762.85|22|-700555.28|4|7|3|
824788671|1|2|-576186.38|383133.14|-642583.78|382044.22|741121.74|-268010.65|625617.82|-743728.00|127437.72|-424775.37|71|-722672.80|5|6|5|
407832205|8|5|684872.06|400766.63|817741.33|-112584.20|-000616.38|-763075.75|374325.25|754343.62|333425.36|861788.80|08|026282.67|1|6|0|
580785806|6|6|-022510.20|335361.55|386458.17|-250366.84|345174.86|112642.12|088654.80|-075777.54|235863.58|412530.18|66|780231.38|8|3|0|
431044712|4|5|557533.26|-110102.06|120632.33|-376865.82|-011077.50|-822161.66|-188581.63|-116307.44|636744.31|277683.00|01|208432.44|7|4|4|
222158537|5|0|-221263.60|620507.16|-640548.16|-852457.63|134270.84|-201348.34|-787820.27|325445.74|042463.68|-270603.77|25|718175.77|0|5|7|
376861573|2|4|736138.16|202473.61|147644.72|-778817.73|313488.02|602663.48|-288185.54|134247.36|-267511.85|402450.63|10|416160.05|4|3|0|
686054676|6|7|-443522.45|-552163.38|174261.54|-401162.76|-846360.47|748881.73|-787346.26|-547508.45|-335626.03|550354.76|70|201205.72|3|7|4|
744140643|3|5|050504.77|-751483.56|-563102.87|-036314.08|-408230.45|-385336.74|-403483.08|-821638.80|-546571.54|-166254.00|32|733562.34|3|2|1|
118602156|4|8|477118.47|130533.80|-826304.04|-640715.41|060357.77|-722064.33|350605.54|-232510.72|624053.53|808716.63|25|-081745.44|6|0|0|
810275658|7|4|-408687.04|-244471.60|-032637.62|-856234.15|265204.74|-601823.05|468313.53|-650675.37|-257785.76|212370.26|35|048263.44|5|8|4|
023440715|3|5|543321.62|340815.34|283026.72|-047880.72|721068.20|-416158.84|670746.15|-743783.30|684633.40|-402118.03|01|-845204.78|6|0|4|
651223717|5|8|740477.21|505044.74|-322885.55|-652011.40|738885.77|831740.38|-777751.71|084725.52|568426.66|-771825.26|78|337027.84|4|1|3|
742072081|0|5|382807.10|-501844.77|548503.35|436841.80|038370.87|-427353.01|-558170.35|103815.78|764308.47|726383.70|26|-786444.48|6|1|5|
160073454|2|2|236458.01|-232680.82|588863.11|-821378.78|-843063.25|150241.22|-246275.75|815005.52|618626.51|-844322.11|28|286042.18|8|5|4|
501555516|1|0|-060707.52|-601470.55|-118463.77|584151.36|380527.20|-740672.47|547370.80|-472762.76|-873050.58|-081204.84|22|313138.20|6|8|8|
242468487|6|0|670421.16|331686.16|205852.13|121287.84|625023.60|-781874.14|885856.32|-470832.72|-685310.77|-367863.76|46|-284720.17|5|2|0|
133525712|8|7|012605.04|-332474.87|825241.03|651460.15|-362456.02|-342043.02|-106606.37|352108.30|362281.63|-437664.76|32|415110.26|6|2|2|
022667238|2|1|472111.71|686888.44|-584564.73|-457321.53|-311452.58|-101318.36|476787.10|-620170.71|727874.32|885308.58|54|475754.76|4|7|2|
588373176|5|2|-378004.88|673832.76|-137241.37|-306705.27|053563.42|266041.50|425585.06|-181431.31|144133.08|-200857.34|26|703471.52|7|6|0|
028305645|6|3|447202.04|-304832.51|758300.34|602025.80|231778.85|655541.27|-077324.71|224522.25|513011.46|-147052.38|41|200723.55|6|6|2|
838843706|1|1|-371470.77|-071001.83|533821.78|360611.35|287386.22|-300728.83|170780.85|838601.63|618130.70|104484.57|67|-044804.04|3|8|0|
476887462|0|6|127418.14|247357.88|450032.10|133755.30|-325582.48|-533513.81|156081.48|-766317.36|528577.73|615504.11|28|-616075.51|6|0|6|
006738184|6|2|-801273.35|-234473.00|-782184.85|-130308.36|-282545.20|-707367.78|-455166.21|-881136.46|546830.16|-863556.75|80|-786847.43|1|0|0|
222221426|8|4|333486.36|841067.61|-712368.86|085371.08|-341834.30|-465875.11|537281.87|725514.81|-068262.46|-156352.05|06|-352611.70|7|1|8|
125830302|0|6|870380.10|-515668.57|340558.38|-702878.03|770862.46|306365.77|422186.57|-030340.88|744823.52|708604.78|52|358761.57|2|7|7|
267114740|4|6|048484.20|-658131.75|-016620.11|-854366.45|-605472.15|-470256.57|176207.76|172015.55|-125360.11|-116570.52|51|-343185.57|0|7|8|
877371247|4|8|-743387.70|735276.34|-880231.60|-173551.27|601358.32|453453.21|844784.35|-142835.71|238847.15|-340571.55|56|238683.61|2|6|0|
432317055|5|3|-358825.11|-370345.36|-545068.13|782557.75|-765562.74|271270.48|367682.41|-316403.70|781764.65|602688.70|16|376617.46|1|1|5|
380014080|4|7|-260531.46|421673.72|230303.15|262532.34|408728.50|-604521.06|-016260.27|-346738.30|883840.61|316657.25|12|086851.08|4|8|7|
337800814|8|7|-133116.85|388470.44|534466.28|-431830.27|-682572.42|-613417.13|-780677.77|387247.18|172551.28|322631.20|33|-560545.64|8|3|7|
224746541|3|6|266225.77|-081161.01|-306186.62|-230725.22|555141.77|-161820.40|214464.63|-245161.48|372582.74|363301.38|66|-571272.84|0|4|4|
558076652|8|4|-143727.23|-868331.45|005841.37|-381142.71|-746054.25|-631836.27|-015806.83|-237074.51|-522786.27|758765.71|70|-624324.04|6|8|8|
133285662|3|5|108408.07|-804706.27|752410.78|-537583.52|-185172.41|-685063.25|548202.63|062073.80|062486.15|-547038.64|84|-887622.76|2|8|0|
620154420|4|6|007628.54|-746801.03|-010128.64|-784787.73|-544131.30|676215.41|184822.42|-564026.16|-505301.85|665144.44|86|862655.54|4|2|8|
772565115|8|5|210820.52|-066512.22|-281316.15|281357.25|857884.58|-670347.42|-186535.12|860121.01|835250.43|626386.83|16|842100.83|4|6|2|
347676472|7|4|-834721.35|-652123.40|-018018.61|-574632.47|012442.25|-531287.08|-833380.23|324841.14|-887851.55|-864548.84|56|-056277.05|0|0|8|
751757474|1|2|-348877.11|210408.25|087457.20|-075718.55|840805.11|-736271.40|378757.87|-551355.82|843086.38|-068657.47|57|267670.74|0|6|0|
782104134|5|5|134324.15|-232736.00|-303662.55|-135573.03|-323232.22|763361.40|142624.73|-880833.31|634401.13|706484.37|65|-274687.52|1|2|2|
010828758|4|1|-773732.31|-346324.54|-830048.15|-158456.61|283003.64|805063.88|712208.38|712331.56|412234.41|043041.14|31|-316720.62|5|4|5|
367671427|2|4|-755687.61|430448.34|-331527.65|-476856.70|-023033.13|186345.24|648437.58|406618.71|240535.10|672367.62|12|-608462.77|6|5|3|
244488400|0|5|-560870.37|-224471.18|-463821.31|654417.43|-455431.22|-875247.82|135612.44|641130.73|775868.74|172213.30|25|-256124.03|2|3|4|
654423723|0|4|033548.52|633360.27|-830858.76|885263.38|255835.05|834155.57|-462152.60|725436.65|576651.64|-683007.50|26|648064.08|8|5|4|
347830330|7|0|047620.13|174377.06|-356216.64|188121.88|183750.20|-783176.71|738301.82|205387.38|-505786.20|315548.67|04|500314.50|0|3|3|
362204736|5|6|-600825.80|536167.44|-873185.13|-061823.83|844640.62|-844548.15|-088155.42|-812427.71|-647587.77|-862476.83|87|-713537.25|3|6|7|
842232325|2|0|712003.56|230675.47|-480134.41|307185.50|-555475.55|461171.83|-564002.05|-815483.28|-771303.54|-424711.18|55|-381834.47|2|4|8|
036370424|7|1|-433051.12|546138.78|-545263.37|510821.72|451883.44|-413033.15|-305526.60|052087.70|732680.28|000880.60|31|-352377.32|3|4|1|
152144667|1|7|430318.87|181657.83|-560225.50|-414625.48|820624.68|346816.57|-888838.04|-532423.88|-381038.51|-743673.64|22|-765407.03|1|5|7|
207374827|4|4|320162.73|634525.26|-084864.26|-235353.64|-666535.38|-222863.66|565737.12|-326761.37|348116.35|-342288.45|48|-716331.38|4|3|2|
547814758|0|6|814838.77|648368.57|330668.48|465865.21|457881.37|-081305.64|-543600.85|212664.08|636137.81|150710.27|14|-461505.45|2|1|5|
075643681|4|7|-868377.34|-174758.15|322672.88|-214770.48|803720.31|-532828.35|364773.47|-838342.88|-313676.01|-638456.17|53|-237024.37|5|3|8|
234475015|2|7|-375484.54|183765.10|-663372.36|-158885.03|-662567.11|660845.18|-557060.04|-818184.53|077063.16|-474761.22|83|762752.37|1|1|2|
128243435|1|0|-887262.67|703603.43|-762767.73|864563.03|352362.26|573481.73|-843030.76|-826722.40|610148.57|-853240.30|23|013122.03|6|7|5|
232003018|5|4|310304.14|813385.53|010508.14|264327.23|-130220.23|146833.80|-544233.02|424424.12|583684.24|626812.37|45|-168504.16|8|6|1|
065125837|8|2|154348.44|-545275.28|-117306.73|-520616.68|-117858.30|-848567.71|-864511.04|-102004.04|-813500.05|820101.66|77|540186.64|6|5|4|
376283241|2|5|-712365.00|263713.02|-181126.80|466160.16|-217872.83|166733.11|-347450.53|-302400.25|347503.25|786216.80|65|138060.02|4|4|3|
463370671|8|5|485564.44|472408.67|-635771.55|230125.68|157783.15|-202321.08|800804.55|-283766.13|-711286.24|-135406.51|26|-580368.87|3|4|4|
772523276|8|7|261042.20|-214250.46|052846.75|546184.04|-781537.12|622400.34|-267485.44|-135524.01|356524.50|020345.67|22|028820.74|7|0|8|
026085745|2|4|067007.01|580446.32|646357.17|-450854.41|-441354.75|418672.86|-060078.38|-745578.20|-327463.13|211183.23|35|154050.21|4|4|5|
768857121|4|7|-227328.00|252283.76|001014.56|-313077.36|-233207.03|-527843.48|808574.17|-557085.23|-846886.40|087281.88|86|362670.62|8|3|7|
333004583|8|5|637322.85|481813.43|-531686.35|-410570.48|137603.06|267475.42|663023.37|311151.55|085008.43|-241001.04|34|-625478.61|8|8|2|
160754202|7|2|-476773.02|631546.47|-273264.25|-778857.52|035861.81|154208.22|805537.62|567613.25|162186.14|-407027.30|81|-886544.80|4|4|8|
474464315|0|3|332121.33|-744828.68|-562720.40|446384.76|-111343.15|-113266.56|-451665.24|-226426.76|471228.66|885020.10|76|340845.16|2|5|7|
573880682|4|0|-740444.71|-831315.37|-657467.87|-347528.28|522278.11|073365.51|287271.42|-628533.32|253046.45|331465.07|68|431658.22|2|1|3|
535225342|1|7|-276037.46|-630320.13|065620.40|617163.26|310266.37|303868.38|343026.57|650434.24|318838.48|173475.31|07|-776255.78|6|2|2|
047338782|6|6|467072.23|-226864.37|644420.73|-014043.25|843707.24|-088814.83|-340685.37|355586.47|-417845.28|565237.30|03|577870.55|8|0|5|
655162017|7|6|-210828.13|-708277.75|-315146.47|221158.64|215824.28|-784612.67|-347844.63|402244.03|050664.54|-506060.87|87|610862.67|0|4|3|
506858564|1|7|875320.80|-513056.61|323875.30|-347128.73|224765.23|-605664.56|-742200.77|345665.10|466828.68|-471282.22|63|-815557.53|4|6|7|
721664635|7|0|305801.51|-277431.60|625288.82|-774721.05|-876723.48|-541486.77|-508167.01|-583427.30|014761.45|071467.05|02|318676.60|1|7|3|
765453351|3|0|-171261.53|-451460.32|104756.46|283240.57|-454180.35|304460.13|-722875.17|555704.06|-665451.57|-707588.25|86|-877623.08|3|2|5|
808372683|1|2|-035353.80|-672851.48|125215.35|-443686.42|-142701.42|-731045.02|-637742.57|035263.34|816038.68|652805.03|43|330620.32|6|3|8|
370283340|5|0|610438.20|838210.37|602126.54|-054787.80|-464382.18|-826207.72|744765.14|-654071.61|267164.12|804186.58|66|-784425.43|1|6|2|
508623351|1|6|076611.28|517312.07|-280510.15|013644.13|535555.26|200043.70|223806.27|657770.12|514608.14|668801.03|20|804644.32|4|5|2|
028167874|1|6|-767577.75|-684061.24|682866.08|311702.62|233024.83|-676416.06|-621476.34|624558.61|417165.61|-408385.34|14|443484.45|8|6|4|
324414586|1|4|-528251.27|-423583.74|-530681.52|740103.46|-467201.13|-407040.63|352867.06|-061315.71|637475.88|556348.65|08|584646.18|8|7|4|
518875311|4|1|547861.46|125753.78|-653354.28|765606.72|-614088.30|-086212.64|264813.43|372027.32|-761608.64|255012.58|23|772671.37|8|2|1|
836418054|4|4|545704.80|617365.85|472357.50|862880.65|604378.63|157262.84|-332318.61|463320.50|-112580.66|171335.46|40|474325.33|3|5|0|
465130124|8|1|288750.82|-171180.77|-012831.85|424842.73|-853370.25|-510618.65|-178625.64|-714411.61|-766157.34|753464.20|05|-854717.06|4|5|2|
814183308|6|4|-447324.14|032036.13|-340733.32|-884526.54|-370263.64|270240.80|-021602.68|401418.17|-458368.76|-002506.73|26|-278472.11|6|7|3|
128541515|0|0|-185267.76|-874621.35|-541364.58|385714.12|134018.50|525350.40|164782.50|740482.45|438253.45|124136.40|74|640547.02|5|7|2|
044166048|1|3|718883.78|372784.18|-488677.87|-114578.21|010688.31|631775.05|-321618.41|-485573.02|-575544.64|526388.44|31|013230.50|5|3|5|
443835454|7|8|343708.74|385046.34|-768452.88|-567311.54|-581311.35|608815.30|324676.86|-614147.16|772886.71|-286418.72|07|-168262.84|5|4|0|
188340232|2|6|121038.15|-384243.60|758250.38|607854.30|507408.25|-261636.42|-138260.06|-814457.87|-131116.53|454326.51|11|606854.13|6|1|2|
842050118|0|1|407566.65|-305560.11|355288.23|666354.72|378183.74|-332538.64|550616.32|-438607.30|-273586.65|205775.78|87|320202.31|6|4|5|
268765482|3|5|010885.64|710178.38|486271.58|616037.44|-437884.06|-388840.54|-572328.32|-230364.53|065430.78|-864758.84|78|548533.75|8|3|0|
866205304|8|6|-821267.65|-761720.42|254770.67|430407.72|016835.00|-178557.23|-388576.84|213343.86|346225.71|053405.54|84|-545307.87|6|4|2|
411707853|4|2|125336.50|408413.50|-462620.44|-317347.88|564387.00|-487536.74|128630.87|722561.27|-760587.42|-114747.30|86|336843.21|0|2|3|
461760776|1|6|-824180.53|302020.32|-554421.57|113727.26|-277203.64|-056608.24|278016.57|687008.11|-220385.46|-044078.72|77|-658337.16|0|4|7|
140265053|3|8|-835811.51|-281303.66|-728560.56|-507124.26|042348.75|-108684.86|-382555.26|-710488.85|-166754.47|-667705.45|23|251770.08|6|5|7|
626820602|5|1|-123045.25|-165558.56|-813041.21|-781751.82|-423750.27|-883468.78|537711.74|-752846.17|830763.07|622442.50|20|-702680.52|7|4|8|
772601068|5|6|656344.51|616103.85|-305582.71|-881004.52|175446.72|-232151.01|254054.47|354612.85|-641418.85|-038488.06|23|344828.43|7|1|2|
366847848|3|7|106433.40|562453.07|-816537.05|-737031.05|-547147.40|845313.54|800076.52|148372.88|487858.77|633570.01|87|566558.07|2|0|6|
856281146|7|5|-748225.36|-675327.68|368711.61|-735314.63|240651.28|387618.61|-483424.42|455882.61|461054.34|-868084.46|63|-213644.25|3|2|3|
046415408|6|1|-654700.32|145118.18|364320.54|-541342.74|-500776.10|-471352.11|-444056.58|144520.52|674176.35|173285.18|15|-014738.57|3|8|4|
070401712|0|5|-744475.64|652337.37|-321764.26|-835385.13|705422.24|-533172.83|528827.31|-526286.42|-247274.51|238687.61|11|285123.33|7|3|8|
624647805|0|7|-241723.58|520803.78|-048435.65|760732.18|-248362.81|-411672.24|-033680.61|-453554.50|-244424.25|-466618.37|25|-138031.63|4|7|3|
338533362|5|4|-054644.62|708713.14|-348070.13|-850648.40|607573.87|224332.37|180165.01|-718262.40|146366.10|661133.08|54|571228.44|1|4|5|
652272485|2|2|030668.52|027736.27|768726.78|718343.25|-244218.67|-523252.17|-812603.01|-447374.36|723776.52|-651134.00|78|640404.24|4|7|2|
815747376|2|5|-216764.87|045370.33|285780.46|-221387.60|-614723.87|803652.32|323075.64|-062014.72|-465057.56|410632.50|13|-411330.36|5|0|4|
708570131|0|6|-480375.33|136676.47|-416342.48|-842325.68|416742.07|221861.41|203162.08|831876.26|748014.25|606106.32|84|537310.51|1|1|1|
158120700|0|6|-204567.21|833642.51|-601584.87|-733365.34|-620761.35|-207588.15|-588583.25|384513.04|458876.26|411086.63|51|-328517.32|0|4|5|
056568840|1|5|205616.77|012356.65|-343802.14|150134.07|-146831.13|-105320.67|-576248.42|120460.58|-654256.36|-288166.72|11|054813.20|6|6|0|
480438668|3|0|-205106.50|630720.74|832154.00|-153811.43|-518160.13|563328.46|-031428.66|185886.18|108485.35|034550.60|33|-686054.81|8|7|3|
445781586|8|2|-017233.25|-758402.63|377178.56|-164801.07|-346751.10|447807.74|-764377.43|-868834.44|152402.75|222655.74|78|471166.55|0|8|4|
063500804|6|7|-054777.03|022647.36|176356.50|117230.87|-523381.88|486083.42|-028368.26|180587.44|-221450.07|005362.40|62|-481823.50|6|6|7|
242367054|6|0|875415.06|-264160.74|054650.03|483034.56|-167164.01|470167.51|633018.10|-564601.63|313066.17|-174866.00|37|504257.03|3|4|7|
463786584|2|5|-218106.31|425727.55|157017.58|066625.86|-465734.51|-548077.72|440428.01|-122232.57|778456.30|337121.76|78|104236.84|2|3|8|
168234774|1|0|-505778.66|-453722.77|-400146.71|-464342.16|-363680.21|166624.61|624417.12|-788062.42|110277.53|-740424.06|81|-873254.75|6|0|6|
830523861|5|3|760083.45|-083540.17|173888.00|285381.37|666556.06|648310.31|-482860.00|-033437.78|-854540.58|-313403.72|38|-301125.43|7|4|2|
038014254|5|7|513703.34|-374627.75|750358.07|-073780.74|-817835.48|-471341.21|876502.14|-347505.61|204382.70|-715473.65|35|-612105.24|4|8|1|
503747778|7|8|-182434.07|087055.71|-784627.68|-781126.65|-631374.20|000786.70|345342.81|-452223.75|-877222.14|483407.75|20|-540756.82|4|6|2|
680000376|7|0|382886.51|533580.76|-642664.16|-747808.55|-834424.41|-066485.31|552538.77|500556.75|385531.76|-831357.58|54|-778527.64|7|5|0|
152373761|5|6|-233732.74|-276642.23|555675.14|-431477.71|840651.86|524654.85|-455426.44|-463021.30|-352026.56|-286081.26|15|-643231.30|4|1|2|
628183181|7|7|-576522.50|-487182.84|083774.24|-835673.36|-285365.53|-485178.78|-713358.42|-050333.75|337808.58|464666.55|28|-643356.17|8|2|2|
581000808|8|3|440444.72|-887172.80|563187.38|-302418.02|474348.36|-353874.18|-428102.44|-568167.72|505542.31|-456870.58|17|-571766.44|5|4|2|
533561365|2|3|510178.17|-620710.27|-543140.08|806061.44|054430.35|-827831.65|723655.40|201828.74|-775684.30|853644.22|37|-154738.30|1|7|8|
271741484|5|3|-137525.13|313811.55|122580.53|-745606.76|-750157.10|714767.17|-881641.06|-203868.20|-126716.71|-601527.26|12|213130.66|0|4|4|
227088110|5|0|-578220.66|-353155.73|578041.08|-043787.42|287235.37|-051612.15|-065138.51|-615481.51|-477301.45|-502675.05|88|461508.35|3|3|8|
272645277|8|7|086536.35|-518253.48|-656224.43|330865.01|281210.52|-525548.08|-554044.43|648274.31|754274.52|-084101.00|61|-180720.34|6|6|0|
572377448|1|3|-372547.37|117125.13|-484413.30|361126.46|-811824.27|-351562.64|-680005.83|832635.77|-303186.46|-365031.80|48|441720.35|5|3|8|
686646121|7|5|840140.68|612580.30|627285.22|618262.63|-817473.02|020037.15|-151242.71|-273476.11|328781.37|145863.78|13|-701370.52|3|5|4|
